id,SalePrice
1585,139138.122374
1586,68137.9385596
1587,104143.884963
1588,150680.788711
1589,90964.5719766
1590,136054.75658
1591,96025.9673434
1592,114032.448011
1593,127726.222532
1594,119139.341026
1595,103569.167071
1596,218072.844369
1597,193645.916868
1598,226923.894877
1599,166536.180915
1600,159680.374126
1601,63633.0893845
1602,117967.117832
1603,85172.7947491
1604,253148.519209
1605,256104.927211
1606,168451.801823
1607,175481.104669
1608,216215.346171
1609,178862.879557
1610,147652.886083
1611,138910.533618
1612,163652.035185
1613,165024.128741
1614,123141.478742
1615,92477.3535416
1616,81738.1984493
1617,94958.3605083
1618,126360.386028
1619,138449.665596
1620,147160.059565
1621,137447.108285
1622,141620.786214
1623,265646.18594
1624,215738.280425
1625,120609.641023
1626,175580.705301
1627,194704.161211
1628,280397.036888
1629,178129.667484
1630,341613.674045
1631,244881.539927
1632,242676.271325
1633,175340.933887
1634,186324.783935
1635,180082.925715
1636,155280.903385
1637,191659.308761
1638,182604.296477
1639,185071.036942
1640,253152.778922
1641,179137.671629
1642,239476.178181
1643,214135.507585
1644,236513.273484
1645,201963.596154
1646,165791.096507
1647,162949.118528
1648,125912.084439
1649,143800.405549
1650,113490.504584
1651,119998.931255
1652,103643.574782
1653,105553.759953
1654,143757.23744
1655,134878.856823
1656,139107.921679
1657,145305.96848
1658,144859.740832
1659,120875.44
1660,147220.634068
1661,399403.838068
1662,366728.053622
1663,370725.20382
1664,475616.55791
1665,296583.836446
1666,326001.673682
1667,382730.334628
1668,342449.717526
1669,312075.96238
1670,333714.131068
1671,270422.676305
1672,419826.211644
1673,303401.17032
1674,250321.172322
1675,198168.155271
1676,196129.680899
1677,221134.342862
1678,451957.223741
1679,378421.816697
1680,324001.355245
1681,234948.844685
1682,315153.425428
1683,189527.199914
1684,178007.909842
1685,179429.275926
1686,172675.649639
1687,172172.050348
1688,191893.239341
1689,198974.838712
1690,204587.010687
1691,195694.286413
1692,264342.751455
1693,169908.883306
1694,187507.320878
1695,167941.331327
1696,273303.949444
1697,175301.810316
1698,335155.0774
1699,308173.336407
1700,251473.123231
1701,270131.048558
1702,236265.46849
1703,240360.243583
1704,287795.929675
1705,243521.541039
1706,381944.398584
1707,200406.875737
1708,196308.556203
1709,273519.975396
1710,220847.429323
1711,274074.535631
1712,251567.252108
1713,257020.802267
1714,216577.846607
1715,206354.647307
1716,180765.303956
1717,181647.60222
1718,133201.920458
1719,204797.782213
1720,235713.756015
1721,164134.445402
1722,122596.285528
1723,154635.447619
1724,201467.390139
1725,243898.063997
1726,188966.900918
1727,144305.610463
1728,179528.439327
1729,165560.48525
1730,147986.793606
1731,121459.484796
1732,129287.186037
1733,114815.834449
1734,123912.419531
1735,127734.060285
1736,107140.922623
1737,290535.525778
1738,251334.630005
1739,233745.648029
1740,201914.524125
1741,179304.497476
1742,170874.358224
1743,183371.159728
1744,303077.095925
1745,207641.337165
1746,181221.847613
1747,214645.297968
1748,224003.36128
1749,140301.151777
1750,124752.611112
1751,249119.421286
1752,117516.800953
1753,144246.251087
1754,195716.999489
1755,170197.341664
1756,124665.212147
1757,121395.485693
1758,146006.374013
1759,166059.07362
1760,159336.307738
1761,145511.083922
1762,173862.924279
1763,182061.450617
1764,116265.366209
1765,163776.295587
1766,195138.221122
1767,219314.168737
1768,141206.346305
1769,171947.781284
1770,155618.375679
1771,123101.992937
1772,133280.098899
1773,125062.05929
1774,140495.033866
1775,147180.721762
1776,132717.316018
1777,108253.3043
1778,136241.364525
1779,118396.590464
1780,181285.749126
1781,126573.493376
1782,87944.9820161
1783,143553.891635
1784,106325.436283
1785,115464.260608
1786,142475.116967
1787,167363.144922
1788,60754.3515871
1789,96818.0105371
1790,86970.0215884
1791,182786.955071
1792,161181.303486
1793,130674.821063
1794,152794.431208
1795,137951.60967
1796,135201.011534
1797,112092.416125
1798,124387.790463
1799,116322.321854
1800,133806.668264
1801,125652.275038
1802,139717.322933
1803,147551.328432
1804,130799.088081
1805,138889.622435
1806,126981.754211
1807,132914.016065
1808,121888.160505
1809,119522.381267
1810,132233.927774
1811,83809.5450768
1812,91213.1372405
1813,121241.603016
1814,91075.8810177
1815,54490.7727014
1816,95298.5984961
1817,99708.7213242
1818,139671.495567
1819,128246.403279
1820,67928.8332623
1821,119175.750872
1822,151265.338677
1823,52523.9450037
1824,126270.564525
1825,139288.294446
1826,105643.437583
1827,98941.1897085
1828,130637.670026
1829,120453.388035
1830,141491.35291
1831,148315.517936
1832,66171.1410759
1833,135386.31788
1834,116777.276252
1835,115110.267483
1836,120268.218026
1837,88571.3239668
1838,123218.098058
1839,105026.080695
1840,136996.19248
1841,134999.630231
1842,92828.3788802
1843,125574.530073
1844,143219.193492
1845,144646.538163
1846,153943.185901
1847,163759.901956
1848,54722.5876963
1849,111693.439425
1850,118047.508602
1851,154227.334431
1852,126062.076933
1853,121959.841565
1854,156537.007051
1855,143481.53796
1856,230941.622352
1857,140514.038447
1858,124631.057241
1859,113897.925594
1860,142723.769919
1861,113900.450936
1862,310925.009304
1863,292054.467292
1864,292104.846008
1865,316876.43898
1866,308362.129739
1867,230425.970661
1868,273923.575034
1869,211558.768458
1870,227852.336588
1871,246467.575635
1872,178856.690604
1873,254327.702129
1874,149028.190572
1875,193384.760161
1876,200902.234662
1877,209642.379665
1878,205720.60763
1879,131014.180284
1880,127820.807296
1881,246732.865734
1882,247815.735936
1883,185069.497604
1884,204976.963597
1885,230218.727467
1886,272559.590948
1887,219522.785022
1888,271137.444918
1889,172674.626389
1890,117214.296579
1891,129317.928042
1892,98711.9131798
1893,128807.558268
1894,122564.319719
1895,135810.094173
1896,123303.342505
1897,113840.778769
1898,113371.219062
1899,161160.507034
1900,164011.637049
1901,163000.659001
1902,155284.449685
1903,223943.500476
1904,142692.992836
1905,204731.590236
1906,140498.905772
1907,210932.141353
1908,112910.589401
1909,137087.160143
1910,122248.172101
1911,213581.194548
1912,338739.484939
1913,135964.589728
1914,74350.2597454
1915,273210.765397
1916,63527.6226985
1917,253289.989731
1918,146765.806778
1919,175296.254362
1920,155222.853426
1921,350138.995659
1922,293488.153022
1923,234354.585394
1924,226572.319527
1925,192153.544553
1926,351445.918514
1927,131399.311031
1928,150629.990322
1929,124589.799203
1930,132366.700167
1931,140945.618382
1932,140876.207617
1933,171834.362984
1934,183930.119206
1935,172513.517615
1936,196315.510989
1937,180875.167496
1938,168115.334213
1939,259786.58372
1940,203137.742846
1941,172596.046127
1942,184967.620861
1943,215389.681926
1944,359514.434756
1945,379815.708043
1946,135189.021266
1947,294027.478489
1948,173274.718501
1949,243344.433993
1950,188853.170623
1951,243144.083477
1952,207949.837471
1953,166606.782725
1954,183419.472157
1955,136104.470909
1956,325958.146403
1957,153716.344812
1958,299572.103866
1959,145722.639027
1960,112135.978275
1961,124443.718282
1962,100888.264048
1963,107795.706887
1964,105444.13859
1965,145104.556396
1966,136041.032493
1967,296885.471589
1968,402155.413446
1969,366510.971189
1970,397282.726937
1971,480198.455617
1972,378829.44664
1973,287413.578283
1974,331569.709608
1975,484204.216784
1976,287596.651139
1977,350934.295682
1978,350847.008863
1979,318203.143635
1980,205356.130822
1981,339211.993221
1982,231853.068247
1983,212730.32361
1984,175283.411057
1985,223640.080507
1986,207220.23521
1987,187250.213043
1988,177175.960833
1989,197329.445114
1990,211946.207543
1991,235042.80113
1992,218891.840911
1993,171604.846288
1994,225922.494043
1995,189441.37557
1996,240806.596295
1997,303801.05428
1998,312639.567341
1999,272117.538566
2000,338190.21031
2001,282210.609155
2002,236027.644527
2003,271904.602929
2004,307260.074055
2005,219413.927696
2006,222727.813558
2007,251619.000679
2008,214438.184572
2009,196806.832045
2010,199196.895899
2011,140014.008225
2012,172424.558698
2013,179251.887452
2014,183330.665576
2015,212979.493511
2016,189744.970294
2017,197939.048008
2018,120264.714438
2019,129445.237351
2020,101919.127275
2021,104473.433924
2022,180330.611417
2023,134498.770659
2024,259334.529351
2025,363348.773151
2026,175734.01252
2027,162858.711716
2028,146459.777746
2029,165042.502934
2030,266967.510854
2031,235300.841061
2032,243274.546397
2033,251522.097539
2034,174331.711886
2035,223561.281218
2036,203856.126404
2037,210699.291819
2038,323747.375359
2039,225666.422404
2040,281536.853841
2041,273448.677188
2042,205157.708023
2043,180188.241873
2044,171990.834938
2045,217496.045148
2046,147524.446532
2047,140174.665985
2048,140689.401547
2049,142998.499195
2050,178372.421922
2051,107955.81614
2052,125715.657748
2053,145652.564403
2054,94808.8527686
2055,154353.327971
2056,150259.185982
2057,115832.246298
2058,211339.319892
2059,133370.462514
2060,172970.925228
2061,176793.297004
2062,130229.559888
2063,126020.231137
2064,143483.4461
2065,123368.843914
2066,165188.334751
2067,106828.073766
2068,145614.698869
2069,85244.335265
2070,121049.539249
2071,97119.113823
2072,130089.190919
2073,132745.398048
2074,188449.07355
2075,149718.149485
2076,118717.059876
2077,155818.225521
2078,123776.220906
2079,133300.729346
2080,122843.94774
2081,129574.514465
2082,117073.282964
2083,143384.233451
2084,113149.010166
2085,115617.474465
2086,101791.098163
2087,120334.843708
2088,94831.1728611
2089,82287.696115
2090,124333.998696
2091,104557.226013
2092,115939.216106
2093,107190.188095
2094,106687.7653
2095,145856.96177
2096,81687.5135392
2097,103416.943087
2098,135018.678098
2099,59895.6196274
2100,65126.1297742
2101,108820.904697
2102,132605.806166
2103,106592.571336
2104,144158.762621
2105,123994.555903
2106,55537.2148816
2107,200021.471449
2108,114092.722285
2109,106977.662984
2110,122167.990391
2111,134722.526141
2112,135603.525387
2113,120673.931816
2114,123356.350634
2115,165805.749411
2116,116410.822316
2117,147790.763155
2118,133710.97206
2119,115822.782438
2120,118334.946412
2121,88772.9838569
2122,113186.318385
2123,85588.3071546
2124,159640.394876
2125,118920.343941
2126,149237.978648
2127,157023.880053
2128,125280.37941
2129,88848.5301651
2130,125963.818702
2131,146044.272083
2132,115895.205122
2133,122000.517667
2134,122042.531017
2135,92439.8411269
2136,74346.2198445
2137,103175.34874
2138,133327.91043
2139,148275.194672
2140,139394.685176
2141,160178.730752
2142,123984.64576
2143,144221.832863
2144,120353.687011
2145,135809.240271
2146,170718.994496
2147,138320.025885
2148,140034.687642
2149,148827.340862
2150,235039.173315
2151,123144.809385
2152,161279.454583
2153,168381.467975
2154,101191.899235
2155,141165.108563
2156,250758.006161
2157,233722.637231
2158,239499.329435
2159,215575.450071
2160,189895.559119
2161,244057.168359
2162,348956.852809
2163,301682.045711
2164,251930.974347
2165,212271.110977
2166,156662.039828
2167,223675.835463
2168,190242.714845
2169,197605.519513
2170,219435.319591
2171,153029.61558
2172,129176.287449
2173,171485.462364
2174,221074.483517
2175,304635.375101
2176,302775.82547
2177,235134.914344
2178,220085.345816
2179,135110.52907
2180,202458.261394
2181,192535.474244
2182,219531.32043
2183,191696.229599
2184,117112.657483
2185,124653.426112
2186,138455.301538
2187,156332.656062
2188,155509.922746
2189,280910.23864
2190,82772.0756514
2191,82465.4786946
2192,90926.2748742
2193,107325.118826
2194,104171.695139
2195,107134.534982
2196,97394.8354511
2197,116685.770483
2198,159562.22195
2199,182227.837487
2200,149175.408802
2201,153095.604308
2202,218011.662988
2203,138108.425781
2204,185423.235492
2205,118501.156722
2206,145547.622342
2207,218842.997622
2208,280708.780723
2209,239932.061628
2210,121603.396675
2211,113604.262836
2212,120376.47916
2213,100831.207861
2214,120162.553615
2215,98825.7395285
2216,133191.356961
2217,62604.2055496
2218,82027.7980459
2219,78422.3717153
2220,82969.8706513
2221,271952.442921
2222,250951.955884
2223,275154.766594
2224,216934.398928
2225,119893.034694
2226,181081.062267
2227,194493.719989
2228,262428.057893
2229,264507.707142
2230,146782.033564
2231,202188.689414
2232,167383.001886
2233,180601.229852
2234,241183.163989
2235,210015.405971
2236,259227.51581
2237,309076.406196
2238,203765.701184
2239,104424.641944
2240,154556.454855
2241,152559.626701
2242,119340.268633
2243,127985.653954
2244,102091.240956
2245,99138.4757949
2246,144604.637829
2247,115044.963788
2248,123383.167611
2249,118158.304115
2250,127090.683942
2251,98835.3646491
2252,180702.501861
2253,157506.409909
2254,179712.72029
2255,185597.49078
2256,175377.930948
2257,206593.527021
2258,161842.026538
2259,179327.137528
2260,155317.493085
2261,194152.785506
2262,207611.247667
2263,372708.67648
2264,504534.204642
2265,162201.969612
2266,294808.988946
2267,363390.0621
2268,418581.482648
2269,147866.436748
2270,194936.66161
2271,214512.73131
2272,199388.869589
2273,161825.535382
2274,178827.278291
2275,152977.471245
2276,188213.067801
2277,179877.390928
2278,147527.077947
2279,119799.780633
2280,118681.224286
2281,162329.781743
2282,180619.545711
2283,108664.582433
2284,109697.651311
2285,138848.251473
2286,125944.862789
2287,366340.094456
2288,283643.570234
2289,342565.199015
2290,407800.363663
2291,325375.174382
2292,431229.031887
2293,412700.704555
2294,403517.452988
2295,436293.625793
2296,234103.474927
2297,331624.408888
2298,334296.071388
2299,359631.805226
2300,335368.243698
2301,294283.323659
2302,261610.789908
2303,252232.542223
2304,266422.807734
2305,204422.119552
2306,197866.210506
2307,208013.154786
2308,237213.02156
2309,279822.791928
2310,226495.564628
2311,213857.90804
2312,151114.493788
2313,169124.525066
2314,176563.729324
2315,184470.551798
2316,206082.557254
2317,195582.324425
2318,187001.776018
2319,195434.56105
2320,193178.742207
2321,240521.628842
2322,219890.938293
2323,193484.722059
2324,191174.218312
2325,223708.854552
2326,178560.461456
2327,205319.245196
2328,224900.158906
2329,196144.765835
2330,186006.840247
2331,346514.435457
2332,390770.804524
2333,322688.369713
2334,254588.510848
2335,277383.659829
2336,308980.336378
2337,192485.452702
2338,253577.524525
2339,227435.037535
2340,375125.80102
2341,216577.829573
2342,246167.500561
2343,247274.05333
2344,224423.793789
2345,242395.218435
2346,216811.581799
2347,197931.970414
2348,250711.693307
2349,171423.466009
2350,279436.478176
2351,241297.276823
2352,254334.678017
2353,242001.547132
2354,140702.214197
2355,141850.559276
2356,151353.627238
2357,186573.033267
2358,198663.769858
2359,128923.840379
2360,119484.372578
2361,148009.517127
2362,244491.60172
2363,140757.846831
2364,157577.138405
2365,230565.330794
2366,196159.246593
2367,220653.048521
2368,211971.930552
2369,215263.702932
2370,165713.648251
2371,162174.106344
2372,187933.193705
2373,272361.292444
2374,313207.75481
2375,248515.441435
2376,277938.293207
2377,316760.142091
2378,149264.849878
2379,196304.382104
2380,147764.12265
2381,174410.876835
2382,211310.124408
2383,209197.570101
2384,250791.881794
2385,162841.54707
2386,135775.386333
2387,132661.145092
2388,105104.378651
2389,122911.86621
2390,149746.71129
2391,145300.328176
2392,117515.08538
2393,169177.66466
2394,145778.658918
2395,210092.488565
2396,140667.298941
2397,226232.626776
2398,134440.323881
2399,69369.4945877
2400,71811.8398757
2401,116120.642554
2402,138940.489934
2403,146142.072006
2404,155364.739746
2405,164375.956282
2406,139539.250704
2407,127808.365924
2408,152767.317213
2409,123808.38371
2410,163151.196399
2411,118467.664775
2412,157872.417293
2413,130682.55133
2414,148830.217572
2415,134522.895347
2416,130763.041023
2417,131639.020673
2418,133474.838776
2419,121744.435265
2420,124807.140884
2421,143021.109111
2422,108894.565899
2423,116028.628606
2424,162745.906729
2425,186418.863468
2426,130770.969357
2427,137369.253596
2428,173771.685076
2429,111451.756053
2430,131516.859817
2431,111160.760297
2432,148701.107762
2433,147823.894533
2434,144876.311625
2435,152994.358404
2436,108010.705775
2437,105060.968868
2438,123231.119794
2439,100675.015829
2440,123746.468611
2441,91304.3523965
2442,99736.7840247
2443,124737.04619
2444,130445.413666
2445,89135.629651
2446,137981.684728
2447,189268.859991
2448,124408.553735
2449,110903.054973
2450,152821.343236
2451,122259.958595
2452,207830.87325
2453,94532.6805253
2454,110929.720466
2455,120575.086279
2456,126666.826044
2457,136079.4038
2458,135110.097811
2459,108691.776584
2460,141003.868482
2461,133290.865831
2462,134084.164309
2463,123688.713889
2464,182832.589019
2465,138710.471304
2466,114667.776825
2467,131075.101743
2468,85724.1454932
2469,80987.0305009
2470,182036.53452
2471,211646.420614
2472,155527.737184
2473,103516.722477
2474,72029.5824631
2475,221492.451924
2476,117730.499228
2477,122810.946339
2478,150608.555511
2479,102845.606924
2480,146820.31689
2481,121225.702394
2482,121348.22314
2483,111843.877205
2484,125650.408958
2485,126137.870816
2486,144451.591696
2487,172120.631779
2488,168152.62216
2489,153807.879068
2490,141082.949264
2491,92667.3801694
2492,184247.914167
2493,155096.69415
2494,143517.484487
2495,87098.7494408
2496,248267.648354
2497,154620.204312
2498,114584.741803
2499,83878.3524714
2500,113173.136846
2501,137932.099191
2502,140764.937515
2503,96759.4127995
2504,156664.092533
2505,231579.994402
2506,257167.817577
2507,293001.593067
2508,250323.978198
2509,216005.817285
2510,220573.912026
2511,174263.672087
2512,203412.013221
2513,219420.602056
2514,250017.07974
2515,147703.301213
2516,181704.630831
2517,151226.781843
2518,158717.26379
2519,236313.918546
2520,219934.351934
2521,186891.662956
2522,228048.625048
2523,120280.752799
2524,138986.169293
2525,141464.349512
2526,141326.972956
2527,122796.245052
2528,126007.568345
2529,133505.581445
2530,117695.444167
2531,250425.66873
2532,228677.823198
2533,194583.494688
2534,232645.761513
2535,290709.825022
2536,237327.930126
2537,242376.173091
2538,191960.377284
2539,193033.860882
2540,182963.587727
2541,184122.592207
2542,161991.57104
2543,117341.301315
2544,116504.800251
2545,138657.316026
2546,126085.555631
2547,140519.404849
2548,148669.367391
2549,158258.381209
2550,442746.753046
2551,139223.807065
2552,124083.453676
2553,76103.21563
2554,92922.7913188
2555,122870.458325
2556,101647.666133
2557,110217.371264
2558,151282.085773
2559,137586.949633
2560,157453.350831
2561,157123.046678
2562,144868.69268
2563,153287.049779
2564,210625.678878
2565,146700.680495
2566,157590.69769
2567,136177.590054
2568,200822.326
2569,221941.550889
2570,116067.760525
2571,183395.440982
2572,146473.934781
2573,219420.164558
2574,281294.467462
2575,122895.942142
2576,106651.968683
2577,137134.642293
2578,81307.7300979
2579,59290.9991527
2580,103031.350709
2581,113013.073636
2582,113707.204206
2583,268837.205286
2584,171928.22514
2585,186298.253659
2586,230916.168628
2587,212534.509047
2588,136895.524294
2589,154222.596903
2590,195373.731403
2591,230540.37164
2592,212695.55144
2593,247461.844743
2594,184355.946107
2595,199686.997763
2596,296572.3687
2597,178201.805165
2598,286426.54916
2599,332862.471613
2600,145387.299243
2601,142325.832847
2602,87166.5162948
2603,96797.5270319
2604,94128.7532373
2605,82477.8466909
2606,146433.879157
2607,206912.040989
2608,195801.941911
2609,176296.787317
2610,111605.868521
2611,114917.224867
2612,161115.795215
2613,131296.773743
2614,121516.288139
2615,160585.090153
2616,150335.634195
2617,179222.139034
2618,201258.841385
2619,197036.672023
2620,195553.509606
2621,171567.932142
2622,180883.376041
2623,243876.308056
2624,327483.033483
2625,301756.358646
2626,175804.339484
2627,168790.996755
2628,480396.72741
2629,438980.051947
2630,377812.936192
2631,428328.859555
2632,419214.155932
2633,307968.917364
2634,408329.984254
2635,159870.236042
2636,176377.400039
2637,175589.020318
2638,259615.309024
2639,186715.927039
2640,152113.834541
2641,103731.081637
2642,181325.677251
2643,109611.04382
2644,120309.407444
2645,112015.478245
2646,101062.470504
2647,106380.054601
2648,140977.882842
2649,153987.448408
2650,136834.618615
2651,137719.942922
2652,354197.550471
2653,269957.868642
2654,242068.512265
2655,398554.6904
2656,339609.994461
2657,365205.078033
2658,310979.623061
2659,300287.694175
2660,369450.601813
2661,361747.277151
2662,351041.002002
2663,304187.338759
2664,269113.650562
2665,348351.500302
2666,317317.651076
2667,173657.812835
2668,174303.248028
2669,175892.865632
2670,289747.303828
2671,190390.986416
2672,237604.332192
2673,206011.975876
2674,191820.826014
2675,179723.131159
2676,201143.128558
2677,200666.742671
2678,232904.494235
2679,285094.020236
2680,293625.446473
2681,385752.029756
2682,322487.989101
2683,494561.437118
2684,322885.961776
2685,321822.37386
2686,258133.442512
2687,275314.571032
2688,207945.164732
2689,211840.347532
2690,357842.137644
2691,183207.40559
2692,139299.433119
2693,204432.515084
2694,137601.405095
2695,193481.197125
2696,182820.03959
2697,182418.724303
2698,198071.263762
2699,165675.7411
2700,154266.749368
2701,157635.881467
2702,117635.86503
2703,124402.964254
2704,137138.490271
2705,117155.78527
2706,112652.026048
2707,126607.058364
2708,133459.706807
2709,106619.871781
2710,126629.812991
2711,235943.581274
2712,357954.707022
2713,173787.71889
2714,154972.07263
2715,168099.002762
2716,151711.996195
2717,188916.462307
2718,216556.320544
2719,147934.511039
2720,177424.937783
2721,130845.534389
2722,157086.809593
2723,136938.108422
2724,122270.657147
2725,130863.294986
2726,146448.31544
2727,162026.423489
2728,187645.499049
2729,144015.358843
2730,149149.78421
2731,132623.751769
2732,140923.171857
2733,157434.396353
2734,145941.469504
2735,141128.889814
2736,144057.676669
2737,119492.044276
2738,135946.563506
2739,154940.516225
2740,137823.021079
2741,141151.790106
2742,154482.31362
2743,158411.884393
2744,165351.197457
2745,140868.880943
2746,137025.230522
2747,153795.766258
2748,127337.968268
2749,134017.12705
2750,128435.291786
2751,140206.004985
2752,200694.152899
2753,143746.786873
2754,207224.994007
2755,137092.251521
2756,95558.68466
2757,70315.5272322
2758,93372.4081134
2759,163908.522637
2760,112497.363931
2761,144779.672742
2762,145609.578541
2763,183759.715416
2764,156846.878458
2765,299076.763281
2766,126431.859746
2767,86717.9104792
2768,128175.563287
2769,134860.155924
2770,143164.288138
2771,106734.717138
2772,111924.778235
2773,164074.720671
2774,139347.318195
2775,112074.253264
2776,141571.682031
2777,152907.639383
2778,105236.567017
2779,115483.528549
2780,93622.5896308
2781,94353.6960277
2782,95074.3393123
2783,92167.5047218
2784,122865.623816
2785,135609.304595
2786,72469.4119213
2787,127098.212854
2788,75158.2306453
2789,163981.482393
2790,95155.2614939
2791,113791.51923
2792,64573.0430229
2793,154789.013231
2794,93607.3985318
2795,120123.143973
2796,98519.1071839
2797,187539.566214
2798,99724.5498688
2799,105402.572725
2800,67302.8515126
2801,104470.76433
2802,129594.262734
2803,163041.569384
2804,131319.897281
2805,96314.8150133
2806,84080.3977618
2807,170697.470702
2808,147130.425558
2809,131220.646955
2810,126712.987082
2811,156656.396442
2812,168353.608985
2813,150698.065554
2814,154039.782654
2815,94105.902939
2816,230918.381907
2817,157781.212209
2818,131632.638725
2819,181344.446285
2820,138638.133886
2821,103433.134261
2822,189968.867602
2823,333363.418453
2824,169452.215682
2825,142999.602352
2826,130954.609439
2827,139933.241458
2828,194531.489791
2829,218027.822994
2830,229624.254149
2831,174316.279077
2832,219944.592585
2833,289291.264756
2834,227108.868728
2835,220074.348269
2836,193791.161181
2837,160675.058761
2838,150749.279412
2839,170316.070689
2840,212586.916589
2841,204629.178541
2842,234998.611466
2843,149464.490312
2844,175949.396513
2845,126342.664781
2846,209151.584197
2847,211736.563909
2848,215380.517228
2849,196311.978216
2850,289052.121497
2851,207239.484853
2852,242556.245504
2853,248025.19553
2854,141600.290944
2855,201426.069011
2856,206625.585656
2857,190348.792101
2858,213051.942885
2859,113153.908239
2860,118314.817607
2861,122488.099477
2862,190122.52878
2863,130366.732285
2864,231260.752567
2865,139465.645313
2866,136211.147053
2867,100112.752051
2868,99222.643676
2869,96592.2698075
2870,120207.408517
2871,81642.3855558
2872,56240.4375753
2873,97094.9376072
2874,137009.085963
2875,109430.267954
2876,166799.127254
2877,150636.783017
2878,163891.127472
2879,139872.978346
2880,103263.254469
2881,147984.540402
2882,174336.002112
2883,193496.545475
2884,206524.690469
2885,191370.887941
2886,236284.458759
2887,92625.9608018
2888,141531.201111
2889,59974.1493045
2890,77925.3752085
2891,131541.797686
2892,51803.6646849
2893,91114.35638
2894,69567.1013677
2895,303680.333827
2896,264458.990305
2897,203552.275125
2898,153145.19558
2899,209781.651386
2900,167513.482283
2901,211700.580313
2902,187408.665721
2903,323655.134439
2904,337541.842117
2905,82572.7425028
2906,203298.19926
2907,113478.389732
2908,131221.978355
2909,151625.109427
2910,84477.2377405
2911,87589.9218957
2912,152599.404828
2913,83601.09673
2914,82334.6890247
2915,88109.3186679
2916,86846.6190315
2917,164840.0395
2918,120244.889129
2919,232482.704295
