"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
11,"20","RL",2.23642172523962,0.52033729006481,"Pave","NONETYPE","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5.55555555555556,9.77611940298507,9.77611940298507,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Rec",1.60524450744153,"Unf",0,0.573630136986301,1.70212765957447,"GasA","Ex","Y","SBrkr",2.21653878942882,0,0,1.84331797235023,3.33333333333333,0,3.33333333333333,0,3.75,3.33333333333333,"TA",3.57142857142857,"Typ",0,"NONETYPE","Detchd",9.77611940298507,"Unf",2.5,2.7080394922426,"TA","TA","Y",0,0,0,0,0,0,"NONETYPE","NONETYPE","NONETYPE",0,1.66666666666667,9.99004975124378,"WD","Normal",129500
12,"60","RL",2.71565495207668,0.553973379172571,"Pave","NONETYPE","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5.55555555555556,9.97512437810945,9.98009950248756,"Hip","CompShg","WdShing","Wd Shng","Stone",1.7875,"Ex","TA","PConc","Ex","TA","No","GLQ",1.76824946846208,"Unf",0,0.757705479452055,1.92307692307692,"GasA","Ex","Y","SBrkr",2.51918158567775,5.53026634382567,0,4.11910669975186,3.33333333333333,0,10,0,5,3.33333333333333,"Ex",7.85714285714286,"Typ",6.66666666666667,"Gd","BuiltIn",9.97512437810945,"Fin",7.5,5.19040902679831,"TA","TA","Y",1.71528588098016,0.383912248628885,0,0,0,0,"NONETYPE","NONETYPE","NONETYPE",0,5.83333333333333,9.98009950248756,"New","Partial",345000
13,"20","RL",2.23801783923408,0.602476247996469,"Pave","NONETYPE","IR2","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6.66666666666667,9.76119402985075,9.76119402985075,"Hip","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",1.30581148121899,"Unf",0,0.749143835616438,1.49263502454992,"GasA","TA","Y","SBrkr",1.94373401534527,0,0,1.61644806806097,3.33333333333333,0,3.33333333333333,0,2.5,3.33333333333333,"TA",2.85714285714286,"Typ",0,"NONETYPE","Detchd",9.76119402985075,"Unf",2.5,2.48236953455571,"TA","TA","Y",1.63360560093349,0,0,0,3.66666666666667,0,"NONETYPE","NONETYPE","NONETYPE",0,7.5,9.99004975124378,"WD","Normal",144000
14,"20","RL",2.9073482428115,0.494877929800925,"Pave","NONETYPE","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5.55555555555556,9.98009950248756,9.98507462686567,"Gable","CompShg","VinylSd","VinylSd","Stone",1.9125,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,6.39554794520548,2.44517184942717,"GasA","Ex","Y","SBrkr",3.18414322250639,0,0,2.6479971641262,0,0,6.66666666666667,0,3.75,3.33333333333333,"Gd",5,"Typ",3.33333333333333,"Gd","Attchd",9.98009950248756,"RFn",7.5,5.92383638928068,"TA","TA","Y",1.86697782963827,0.603290676416819,0,0,0,0,"NONETYPE","NONETYPE","NONETYPE",0,6.66666666666667,9.98507462686567,"New","Partial",279500
15,"20","RL",2.23801783923408,0.50732885781319,"Pave","NONETYPE","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5.55555555555556,9.75124378109453,9.75124378109453,"Hip","CompShg","MetalSd","MetalSd","BrkFace",1.325,"TA","TA","CBlock","TA","TA","No","BLQ",1.29872430900071,"Unf",0,2.22602739726027,2.05073649754501,"GasA","TA","Y","SBrkr",2.67050298380222,0,0,2.22084367245658,3.33333333333333,0,3.33333333333333,5,2.5,3.33333333333333,"TA",3.57142857142857,"Typ",3.33333333333333,"Fa","Attchd",9.75124378109453,"RFn",2.5,2.48236953455571,"TA","TA","Y",0,3.89396709323583,3.18840579710145,0,0,0,"NONETYPE","GdWo","NONETYPE",0,4.16666666666667,9.99004975124378,"WD","Normal",157000
16,"45","RM",1.62939297124601,0.284327162071128,"Pave","NONETYPE","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",7,8.88888888888889,9.59701492537313,9.95522388059701,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,3.56164383561644,1.36170212765957,"GasA","Ex","Y","FuseA",1.82011935208866,0,0,1.5136476426799,0,0,3.33333333333333,0,2.5,3.33333333333333,"TA",3.57142857142857,"Typ",0,"NONETYPE","Detchd",9.90547263681592,"Unf",5,4.06205923836389,"TA","TA","Y",0.560093348891482,2.04753199268739,0,0,0,0,"NONETYPE","GdPrv","NONETYPE",0,5.83333333333333,9.98507462686567,"WD","Normal",132000
17,"20","RL",2.23801783923408,0.52224209621594,"Pave","NONETYPE","IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,7.77777777777778,9.80099502487562,9.80099502487562,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",1.125,"TA","TA","CBlock","TA","TA","No","ALQ",1.02409638554217,"Unf",0,1.8236301369863,1.64320785597381,"GasA","Ex","Y","SBrkr",2.13981244671782,0,0,1.77951081176888,3.33333333333333,0,3.33333333333333,0,2.5,3.33333333333333,"TA",3.57142857142857,"Typ",3.33333333333333,"TA","Attchd",9.80099502487562,"Fin",5,3.38504936530324,"TA","TA","Y",0,0,0,0,0,0,"NONETYPE","NONETYPE","Shed",0.451612903225806,2.5,10,"WD","Normal",149000
18,"90","RL",2.30031948881789,0.501335687240122,"Pave","NONETYPE","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story",4,5.55555555555556,9.78606965174129,9.78606965174129,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","Slab","NONETYPE","NONETYPE","NONETYPE","NONETYPE",0,"NONETYPE",0,0,0,"GasA","TA","Y","SBrkr",2.76214833759591,0,0,2.29705778092875,0,0,6.66666666666667,0,2.5,6.66666666666667,"TA",4.28571428571429,"Typ",0,"NONETYPE","CarPort",9.78606965174129,"Unf",5,3.63892806770099,"TA","TA","Y",0,0,0,0,0,0,"NONETYPE","NONETYPE","Shed",0.32258064516129,8.33333333333333,9.98009950248756,"WD","Normal",90000
19,"20","RL",2.10862619808307,0.636251713164069,"Pave","NONETYPE","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",5,5.55555555555556,9.97014925373134,9.97014925373134,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","No","GLQ",1.14457831325301,"Unf",0,2.00342465753425,1.82324058919804,"GasA","Ex","Y","SBrkr",2.37425404944587,0,0,1.97447713576746,3.33333333333333,0,3.33333333333333,5,3.75,3.33333333333333,"Gd",4.28571428571429,"Typ",0,"NONETYPE","Detchd",9.97014925373134,"Unf",5,4.06205923836389,"TA","TA","Y",0,1.86471663619744,0,0,0,0,"NONETYPE","NONETYPE","NONETYPE",0,5,9.99004975124378,"WD","Normal",159000
20,"20","RL",2.23642172523962,0.351227670793747,"Pave","NONETYPE","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6.66666666666667,9.74129353233831,9.77611940298507,"Hip","CompShg","BrkFace","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",0.892983699503898,"Unf",0,2.24743150684932,1.68412438625205,"GasA","TA","Y","SBrkr",2.8537936913896,0,0,2.37327188940092,0,0,3.33333333333333,0,3.75,3.33333333333333,"TA",4.28571428571429,"Min1",0,"NONETYPE","Attchd",9.74129353233831,"Unf",2.5,2.07334273624824,"TA","TA","Y",0,0,0,0,0,0,"NONETYPE","MnPrv","NONETYPE",0,4.16666666666667,9.99502487562189,"COD","Abnorml",139000
21,"60","RL",3.22683706070288,0.660410230202792,"Pave","NONETYPE","IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5.55555555555556,9.97512437810945,9.98009950248756,"Gable","CompShg","VinylSd","VinylSd","BrkFace",2.375,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,4.95719178082192,1.89525368248773,"GasA","Ex","Y","SBrkr",2.46803069053708,5.89830508474576,0,4.21127259836937,0,0,10,5,5,3.33333333333333,"Gd",6.42857142857143,"Typ",3.33333333333333,"Gd","BuiltIn",9.97512437810945,"RFn",7.5,6.01551480959097,"TA","TA","Y",2.80046674445741,2.81535648994516,0,0,0,0,"NONETYPE","NONETYPE","NONETYPE",0,9.16666666666667,9.98009950248756,"New","Partial",325300
22,"45","RM",1.82108626198083,0.346070756579712,"Pave","Grvl","Reg","Bnk","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Unf",7,7.77777777777778,9.60199004975124,9.70149253731343,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,2.72688356164384,1.04255319148936,"GasA","Ex","Y","FuseF",2.3614663256607,0,0,1.9638426090039,0,0,3.33333333333333,0,3.75,3.33333333333333,"Gd",4.28571428571429,"Typ",3.33333333333333,"Gd","Attchd",9.60199004975124,"Unf",2.5,1.97461212976023,"TA","TA","N",0,0,3.71376811594203,0,0,0,"NONETYPE","GdPrv","NONETYPE",0,5,9.98507462686567,"WD","Normal",139400
23,"20","RL",2.3961661341853,0.452600524983159,"Pave","NONETYPE","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5.55555555555556,9.96019900497512,9.96019900497512,"Hip","CompShg","VinylSd","VinylSd","BrkFace",1.75625,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,7.60702054794521,2.90834697217676,"GasA","Ex","Y","SBrkr",3.82566069906223,0,0,3.18149592343141,0,0,6.66666666666667,0,3.75,3.33333333333333,"Gd",5,"Typ",3.33333333333333,"Gd","Attchd",9.96019900497512,"RFn",5,3.76586741889986,"TA","TA","Y",1.9953325554259,2.90676416819013,0,0,0,0,"NONETYPE","NONETYPE","NONETYPE",0,7.5,9.99004975124378,"WD","Normal",230000
24,"120","RM",1.40575079872204,0.196241492253014,"Pave","NONETYPE","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","TwnhsE","1Story",5,7.77777777777778,9.83084577114428,9.83084577114428,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",1.48830616583983,"Unf",0,0.856164383561644,1.70212765957447,"GasA","TA","Y","SBrkr",2.25916453537937,0,0,1.87876639489543,3.33333333333333,0,3.33333333333333,0,3.75,3.33333333333333,"TA",4.28571428571429,"Typ",3.33333333333333,"TA","Attchd",9.83084577114428,"Unf",5,4.03385049365303,"TA","TA","Y",1.16686114352392,2.0109689213894,0,0,0,0,"NONETYPE","NONETYPE","NONETYPE",0,5,9.98507462686567,"WD","Normal",129900
25,"20","RL",2.23801783923408,0.383098329810216,"Pave","NONETYPE","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,8.88888888888889,9.7910447761194,9.95522388059701,"Gable","CompShg","Plywood","Plywood","None",0,"TA","Gd","CBlock","TA","TA","Mn","Rec",0.33309709425939,"ALQ",4.53188602442334,0.873287671232877,1.73486088379705,"GasA","Ex","Y","SBrkr",2.25916453537937,0,0,1.87876639489543,3.33333333333333,0,3.33333333333333,0,3.75,3.33333333333333,"Gd",4.28571428571429,"Typ",3.33333333333333,"TA","Attchd",9.7910447761194,"Unf",2.5,1.90409026798307,"TA","TA","Y",4.73745624270712,1.64533820840951,0,0,0,0,"NONETYPE","MnPrv","NONETYPE",0,4.16666666666667,10,"WD","Normal",154000
26,"20","RL",3.51437699680511,0.661107110501986,"Pave","NONETYPE","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5.55555555555556,9.98507462686567,9.98507462686567,"Gable","CompShg","VinylSd","VinylSd","Stone",4,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,6.70376712328767,2.56301145662848,"GasA","Ex","Y","SBrkr",3.41005967604433,0,0,2.83587380361574,0,0,6.66666666666667,0,3.75,3.33333333333333,"Gd",5,"Typ",3.33333333333333,"Gd","Attchd",9.98507462686567,"RFn",7.5,6.27644569816643,"TA","TA","Y",0,1.02376599634369,0,0,0,0,"NONETYPE","NONETYPE","NONETYPE",0,5.83333333333333,9.99502487562189,"WD","Normal",256300
27,"20","RL",1.91693290734824,0.334502543613092,"Pave","NONETYPE","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7.77777777777778,9.70646766169154,9.95024875621891,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Mn","BLQ",0.414599574769667,"Rec",3.29715061058345,0.77054794520548,1.47299509001637,"GasA","TA","Y","SBrkr",1.91815856777494,0,0,1.59517901453385,0,5,3.33333333333333,0,3.75,3.33333333333333,"Gd",3.57142857142857,"Typ",0,"NONETYPE","Detchd",9.97512437810945,"Unf",5,4.06205923836389,"TA","TA","Y",2.5904317386231,0.585009140767825,0,0,0,0,"NONETYPE","NONETYPE","NONETYPE",0,4.16666666666667,10,"WD","Normal",134800
28,"20","RL",3.13099041533546,0.533252804943204,"Pave","NONETYPE","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5.55555555555556,9.98507462686567,9.99004975124378,"Gable","CompShg","VinylSd","VinylSd","Stone",1.25,"Gd","TA","PConc","Ex","TA","No","GLQ",2.15804394046775,"Unf",0,2.08047945205479,2.78887070376432,"GasA","Ex","Y","SBrkr",3.63171355498721,0,0,3.02020560085076,3.33333333333333,0,6.66666666666667,0,3.75,3.33333333333333,"Gd",5,"Typ",3.33333333333333,"Gd","Attchd",9.99004975124378,"RFn",7.5,5.44428772919605,"TA","TA","Y",0,0.914076782449726,0,0,0,0,"NONETYPE","NONETYPE","NONETYPE",0,4.16666666666667,10,"WD","Normal",306000
29,"20","RL",1.50159744408946,0.758252224209622,"Pave","NONETYPE","IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6.66666666666667,9.7363184079602,9.93532338308458,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Gd","BLQ",2.26257973068746,"Unf",0,0.886130136986301,2.42880523731588,"GasA","TA","Y","SBrkr",3.41005967604433,0,0,2.83587380361574,3.33333333333333,0,3.33333333333333,0,2.5,3.33333333333333,"TA",4.28571428571429,"Typ",6.66666666666667,"Gd","Attchd",9.7363184079602,"RFn",2.5,2.24964739069111,"TA","TA","Y",3.36056009334889,4.71663619744059,0,0,0,0,"NONETYPE","NONETYPE","NONETYPE",0,10,9.98009950248756,"WD","Normal",207500
30,"30","RM",1.91693290734824,0.293804734140166,"Pave","NONETYPE","IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Feedr","RRNn","1Fam","1Story",4,6.66666666666667,9.58706467661692,9.70149253731343,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,2.22602739726027,0.851063829787234,"GasA","Fa","N","SBrkr",1.10826939471441,0,0,0.921658986175115,0,0,3.33333333333333,0,1.25,3.33333333333333,"Fa",2.85714285714286,"Typ",0,"NONETYPE","Detchd",9.55223880597015,"Unf",2.5,1.69252468265162,"Fa","TA","Y",0.571761960326721,0,1.57608695652174,0,0,0,"NONETYPE","NONETYPE","NONETYPE",0,4.16666666666667,9.99004975124378,"WD","Normal",68500
31,"70","C (all)",1.59744408945687,0.3948988362099,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Feedr","Norm","1Fam","2Story",4,4.44444444444444,9.55223880597015,9.70149253731343,"Gambrel","CompShg","BrkFace","BrkFace","None",0,"TA","Fa","BrkTil","TA","TA","No","Unf",0,"Unf",0,2.77825342465753,1.06219312602291,"GasA","TA","N","SBrkr",1.38320545609548,3.23486682808717,0,2.33427862460121,0,0,3.33333333333333,0,3.75,3.33333333333333,"TA",4.28571428571429,"Typ",0,"NONETYPE","Detchd",9.55223880597015,"Unf",2.5,1.76304654442877,"TA","Fa","N",0,0.987202925045704,3.11594202898551,0,0,0,"NONETYPE","MnPrv","NONETYPE",0,5.83333333333333,9.99004975124378,"WD","Normal",40000
32,"20","RL",2.23801783923408,0.396943018420869,"Pave","NONETYPE","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6.66666666666667,9.78109452736318,9.98009950248756,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,5.25684931506849,2.00981996726678,"GasA","Gd","Y","SBrkr",2.61722080136402,0,0,2.17653314427508,0,0,3.33333333333333,5,3.75,3.33333333333333,"Gd",4.28571428571429,"Typ",0,"NONETYPE","Attchd",9.78109452736318,"Unf",2.5,1.91114245416079,"TA","TA","Y",0,1.18829981718464,0,0,0,0,"NONETYPE","MnPrv","NONETYPE",0,5,9.99004975124378,"WD","Normal",149350
